studentikoos	studentikoze
gewichtig	gewichtige
onwankelbaar	onwankelbare
realistisch	realistische
gulzig	gulzige
aloud	aloude
zedenbedervend	zedenbedervende
kinderachtig	kinderachtige
zienlijk	zienlijke
gorgelend	
onbegrijpelijk	onbegrijpelijke
gezenderd	
gifvrij	gifvrije
drieatomig	drieatomige
tweeatomig	tweeatomige
integrerend	
irrelevant	irrelevante
bezenderd	bezenderde
niet-opgelost	niet-opgeloste
talloos	talloze
loslippig	loslippige
schamper	schampere
detecteerbaar	detecteerbare
zeevast	zeevaste
doorgebracht	
zakkenvullend	
prat	pratte
antiek	
lobbig	lobbige
halfvol	halfvolle
trappend	
taps	tapse
zwaarbeproefd	zwaarbeproefde
onpraktisch	onpraktische
biddend	
drijvend	
klinkend	
geurend	
prikkend	
jagend	
juichend	
zakvormig	zakvormige
bedonderd	bedonderde
comitatief	
juten	
meerschuimen	
wormvormig	wormvormige
geurloos	geurloze
zwaarbelast	zwaarbelaste
natuurstenen	
godsdienstig	godsdienstige
illatief	illatieve
allatief	allatieve
translatief	translatieve
instructief	
getrapt	
omvangrijk	omvangrijke
afnemend	
heeltallig	heeltallige
halftallig	halftallige
inleidend	
atorisch	atorische
torisch	torische
doldwaas	doldwaze
drievoudig	drievoudige
onvoorzien	onvoorziene
dati	
aflopend	
ziektekiemdodend	ziektekiemdodende
grijpend	
quadriljoenste	
triljoenste	
biljoenste	
gloeiend	gloeiende
miljardste	
kribbig	kribbige
biljardste	
miljoenste	
triljardste	
blauwogig	blauwogige
panklaar	panklare
grijswit	
Leids	Leidse
bedrijfsklaar	bedrijfsklare
roodlila	
zakkig	zakkige
zakkerig	zakkerige
virginaal	
verstoord	verstoorde
verwaand	verwaande
westers	westerse
zonderling	zonderlinge
bismuthoudend	bismuthoudende
atonaal	atonale
partitief	partitieve
onherroepelijk	onherroepelijke
zwaarbeveiligd	zwaarbeveiligde
zwaarbewaakt	zwaarbewaakte
bezeild	bezeilde
vaardig	vaardige
breedvoerig	breedvoerige
ontgoocheld	
goedgemutst	goedgemutste
initieel	initiële
storten	
doorlatend	doorlatende
varkensleren	
uitwonend	uitwonende
trans-Siberisch	trans-Siberische
incontinent	incontinente
budgettair	budgettaire
deprimerend	
chronologisch	chronologische
ontoelaatbaar	ontoelaatbare
onwrikbaar	onwrikbare
zedenkundig	zedenkundige
Syrisch	
blakend	
zuidoostelijk	zuidoostelijke
rubberen	
lemen	
grafieten	
uiteenlopend	
glunderend	
glunder	glundere
democratisch	democratische
hartstochtelijk	hartstochtelijke
maanblind	maanblinde
bonkend	
motivatief	
terminatief	
separatief	
directief	
sneu	sneue
jaagbaar	jaagbare
blakstil	blakstille
levenslang	levenslange
bladstil	bladstille
plots	
explosief	
stoned	stonede
geil	
dolblij	dolblije
marsepeinen	
vertegenwoordigend	
ongelooflijk	ongelooflijke
sexy	sexyste
Venloos	Venlose
overstuur	(alleen
straatarm	straatarme
sluw	sluwe
ongelofelijk	ongelofelijke
moeiteloos	moeiteloze
legaal	legale
scenarieel	scenariële
vei	veie
gigantisch	gigantische
Tunesisch	Tunesische
Cubaans	Cubaanse
zonaal	zonale
verloskundig	verloskundige
vervloekt	
elektronisch	elektronische
gerespecteerd	gerespecteerde
professioneel	professionele
tomaatrood	
buitenaards	buitenaardse
klere	
klote	
opwindend	
omzoomd	
riskant	riskante
intensief	intensieve
sequentieel	sequentiële
lakenen	
gewelddadig	gewelddadige
diploïde	diploïdere
onberispelijk	onberispelijke
doelloos	doelloze
tweeënhalve	
walgelijk	walgelijke
doodsbang	doodsbange
fysiek	fysieke
massaal	massale
letterlijk	letterlijke
paf	
wanhopig	wanhopige
eerbiedig	eerbiedige
favoriet	favoriete
noordelijk	noordelijke
romantisch	romantische
effen	
fake	
loens	loense
nijg	
piep	
stenig	stenige
ril	
schraag	
ondergronds	ondergrondse
kalverachtig	kalverachtige
pronk	
paranoïde	paranoïdere
leigedekt	leigedekte
pluis	
mutant	
gesignaleerd	
geïmproviseerd	
gekwalificeerd	
hervormd	hervormde
verjaard	
geketend	
verdomd	verdomde
verrekt	
bezonnen	bezonnenere
kogelvrij	kogelvrije
geïntegreerd	
nikkelen	
krankzinnig	krankzinnige
goor	gore
homoscedastisch	homoscedastische
bipolair	bipolaire
opstandig	opstandige
quitte	(alleen
frappant	frappante
verloofd	verloofde
instant	
ruig	ruige
paraat	parate
fluwelen	
driepersoons	
eenpersoons	
kits	
zespersoons	
vierpersoons	
vijfpersoons	
hopeloos	hopeloze
gespecialiseerd	gespecialiseerde
Bermudaans	Bermudaanse
Christmaseilands	Christmaseilandse
Costa Ricaans	Costa Ricaanse
Belizaans	Belizaanse
Barbadaans	Barbadaanse
Barbadiaans	Barbadiaanse
Bhutaans	Bhutaanse
Amerikaans-Samoaans	Amerikaans-Samoaanse
Colombiaans	Colombiaanse
Equatoriaal-Guinees	Equatoriaal-Guinese
Ecuadoraans	Ecuadoraanse
Centraal-Afrikaans	Centraal-Afrikaanse
Cookeilands	Cookeilandse
Bahreins	Bahreinse
Ethiopisch	Ethiopische
Anguillaans	Anguillaanse
Arubaans	Arubaanse
Falklandeilands	Falklandeilandse
Grenadiaans	Grenadiaanse
Botswaans	Botswaanse
Cyprisch	Cyprische
Grenadaans	Grenadaanse
Cypriotisch	Cypriotische
Boliviaans	Boliviaanse
Guinee-Bissaus	Guinee-Bissause
Iraaks	Iraakse
Frans-Guyaans	Frans-Guyaanse
Gambiaans	Gambiaanse
Hongkongs	Hongkongse
Chileens	Chileense
Bahamaans	Bahamaanse
Frans-Polynesisch	Frans-Polynesische
Burundees	
Belaus	Belause
Guatemalteeks	Guatemalteekse
Burkinees	
Indiaas	Indiase
Guadeloups	Guadeloupse
Frans-Guyanees	
Guyaans	Guyaanse
Guyanees	
Gabonees	
Dominicaans	Dominicaanse
Canadees	
Gibraltarees	
Guinees	Guineese
Guinees	Guinese
Guamees	
Ivoriaans	Ivoriaanse
Iraans	Iraanse
Kameroens	Kameroense
Kaapverdisch	Kaapverdische
Jordaans	Jordaanse
Fijisch	Fijische
Jemenitisch	Jemenitische
Guatemalaans	Guatemalaanse
Kazaks	Kazakse
Angolees	
Kenyaans	Kenyaanse
Lesothaans	Lesothaanse
Azerbeidzjaans	
Keniaans	Keniaanse
Liberiaans	Liberiaanse
Mauritaans	Mauritaanse
Mariaans	Mariaanse
Malawisch	Malawische
Marshalleilands	Marshalleilandse
Martinikaans	Martinikaanse
Maledivisch	Maledivische
Micronesisch	Micronesische
Kosovaars	Kosovaarse
Namibisch	Namibische
Bengalees	
Marokkaans	Marokkaanse
Montserrataans	Montserrataanse
Mozambikaans	Mozambikaanse
Nieuw-Caledonisch	Nieuw-Caledonische
Ghanees	
Koeweits	Koeweitse
Cambodjaans	
Norfolkeilands	Norfolkeilandse
Omaans	Omaanse
Nieuw-Zeelands	Nieuw-Zeelandse
Nederlands-Antilliaans	Nederlands-Antilliaanse
Papoea-Nieuw-Guinees	Papoea-Nieuw-Guineese
Palaus	Palause
Réunions	Réunionse
Malinees	
Maleisisch	Maleisische
Libanees	
Palestijns	Palestijnse
Porto Ricaans	Porto Ricaanse
Oost-Timorees	
Mauritiaans	
Salomonseilands	Salomonseilandse
Saint Luciaans	Saint Luciaanse
Pitcairneilands	Pitcairneilandse
Pakistaans	Pakistaanse
Paraguayaans	Paraguayaanse
Peruviaans	Peruviaanse
Puerto Ricaans	Puerto Ricaanse
Noord-Koreaans	Noord-Koreaanse
Saudi-Arabisch	Saudi-Arabische
Oegandees	
Sint-Heleens	Sint-Heleense
Seychels	Seychelse
Sierra Leoons	Sierra Leoonse
Nigerees	
Peruaans	Peruaanse
Paraguees	
Saudisch	Saudische
Saoedi-Arabisch	Saoedi-Arabische
Saoedisch	Saoedische
Myanmarees	
Rwandees	
Monegaskisch	
Swazisch	Swazische
Sint-Maartens	Sint-Maartense
San Marinees	
Sri Lankaans	Sri Lankaanse
Senegalees	
Slovaaks	
Tanzaniaans	Tanzaniaanse
Nepalees	
Tokelau-eilands	Tokelau-eilandse
Soedanees	
Thailands	Thailandse
Zambiaans	Zambiaanse
Singaporees	
Zuid-Afrikaans	Zuid-Afrikaanse
Montenegrijns	
beangstigend	beangstigende
Vaticaans	Vaticaanse
Uruguayaans	Uruguayaanse
Zimbabwaans	Zimbabwaanse
Sudanees	
Venezolaans	Venezolaanse
Togolees	
Uruguees	
Vanuatuaans	Vanuatuaanse
Thais	Thaise
Zuid-Soedanees	
Zuid-Sudanees	
Tongaans	Tongaanse
Zuid-Koreaans	Zuid-Koreaanse
Ugandees	
tweepersoons	
Macaus	Macause
landelijk	landelijke
stag	stagge
Mexicaans	Mexicaanse
Kaaimaneilands	Kaaimaneilandse
Israëlisch	Israëlische
verdoemd	verdoemde
indrukwekkend	indrukwekkende
politisch	politische
Indisch	Indische
watten	
gevoelig	gevoelige
mans	(alleen
wazig	wazige
vermaledijd	vermaledijde
allereerst	allereerste
vulgair	vulgaire
toegerust	
doorgroefd	doorgroefde
zedenkwetsend	zedenkwetsende
junior	
eeuwigdurend	eeuwigdurende
afgaand	
aanvallend	
bloeiend	
blinkend	
bevend	
concurrerend	
daverend	daverende
glimlachend	
genietend	
fluisterend	
doordringend	
ingrijpend	
dreigend	
kruipend	
kalmerend	kalmerende
lovend	
lijdend	
griezelig	griezelige
lichtend	
ontspannend	
ontmoedigend	
onthullend	
ondernemend	ondernemende
ontstellend	
opruiend	
opkomend	
piepend	
overwegend	
troostend	
uitdagend	uitdagende
belastend	
vernederend	
uitputtend	
vleiend	
vertederend	
verpletterend	
verwoestend	
wantrouwend	
zwetend	
vermogend	
intrigerend	intrigerende
overtuigend	overtuigende
alarmerend	
wisseltonig	wisseltonige
betoverend	betoverende
hersendood	
golvend	
incestueus	incestueuze
maritiem	maritieme
accuraat	accurate
beginnend	
taboe	
papier-maché	
naderend	
ontwijkend	
stijgend	
onderhoudend	
regaal	
bloedend	
hardnekkig	hardnekkige
sentimenteel	sentimentele
zestiende-eeuws	zestiende-eeuwse
suf	suffe
zeventiende-eeuws	zeventiende-eeuwse
endoreïsch	endoreïsche
kamvormig	kamvormige
eerwaard	eerwaarde
dooie	
zeeblauw	
ingevuld	
moordend	
langdurig	langdurige
aanzwellend	
aanwijzend	
aanstotend	
ademend	
aanmoedigend	
activerend	
arbeidend	
beamend	
bedrijvend	
bedelend	
bekennend	
barstend	barstende
biedend	
beschuldigend	
brommend	
bezielend	
briesend	
brullend	
bloezend	
borend	
communicerend	
bungelend	
coördinerend	
contrasterend	
corresponderend	
conserverend	
discriminerend	
fladderend	
dolend	
etterend	
denigrerend	
deelnemend	
funderend	
genezend	
gierend	gierende
fnuikend	
geleidend	geleidende
verbijsterend	verbijsterende
generaliserend	
grijnzend	
gebiedend	gebiedende
uitgerust	
grijzend	
grommend	
handeldrijvend	
camp	
hinnikend	
verzilverd	
zielloos	zielloze
invallend	
hijgend	
knarsetandend	
kalend	
kabbelend	
kakelend	
ziekenfondsverzekerd	ziekenfondsverzekerde
kolkend	
kermend	
kleinerend	
klokkend	
klevend	
kwispelend	
koesterend	
inspannend	
knikkend	
kwijlend	
lokkend	
kwakend	
jubelend	
nijpend	nijpende
omringend	
observerend	
misprijzend	
obsederend	
ontbrekend	
nakend	
onthutsend	
opgroeiend	
overacterend	
oplossend	
optredend	
opdringend	
peilend	
overeenkomend	
opstaand	
overeenstemmend	
priemend	
overblijvend	
prangend	prangende
resulterend	
samenwerkend	
regulerend	
roterend	
rillend	
ronddraaiend	
richtend	
schroeiend	
aansprekend	
rustend	
stabiliserend	
tegensprekend	
sidderend	
snuffelend	
sloffend	
snijdend	snijdende
striemend	
tastend	
tegenwerkend	
tartend	
tegenstribbelend	
toegevend	
uitbreidend	
berustend	
treurend	
vegend	
uitkomend	
instemmend	
vaststaand	vaststaande
verhullend	
verkwistend	
verkennend	
vermijdend	vermijdende
verwijtend	
voldoend	voldoende
voortschrijdend	
vonkend	
bulderend	
verzachtend	
voedend	
wijkend	
vormend	
zieltogend	
wapperend	
wervelend	
zwiepend	
zwoegend	
zinderend	
opstijgend	
vlammend	
prozaïsch	prozaïsche
afkeurend	
aansluitend	
edelachtbaar	edelachtbare
doodgewoon	doodgewone
dwingend	dwingende
durend	
verzengend	
angstaanjagend	angstaanjagende
krakend	
dichtbevolkt	dichtbevolkte
vastbesloten	vastbeslotenste
blozend	
afsluitend	
triest	trieste
loeiend	
verguld	vergulde
zuchtend	
zondags	zondagse
dinsdags	dinsdagse
maandags	maandagse
woensdags	woensdagse
donderdags	donderdagse
boterzacht	boterzachte
schuimend	
vloekend	
waarschuwend	
zigzaggend	
vrijdags	vrijdagse
standaard	
drieëntwintigste	
zesentwintigste	
zevenendertigste	
negenenveertigste	
zevenenveertigste	
vierentwintigste	
vierennegentigste	
drieëndertigste	
zevenentwintigste	
vijfentwintigste	
eenendertigste	
negenentwintigste	
vierenveertigste	
tweeënveertigste	
vijfenzestigste	
achtenvijftigste	
tweeëntwintigste	
eenenveertigste	
zesenveertigste	
negenendertigste	
achtentwintigste	
vijfenvijftigste	
eenenzeventigste	
tweeëndertigste	
zesendertigste	
vierendertigste	
tweeënzeventigste	
eenenvijftigste	
zesenvijftigste	
achtendertigste	
zevenenzestigste	
drieënvijftigste	
vijfenveertigste	
zesenzestigste	
tweeënvijftigste	
drieënzestigste	
achtenveertigste	
drieënveertigste	
negenenzestigste	
eenenzestigste	
vierenzestigste	
tweeënzestigste	
negenenvijftigste	
zevenenvijftigste	
vijfenzeventigste	
vierenzeventigste	
zesentachtigste	
zevenentachtigste	
zesenzeventigste	
achtenzeventigste	
achtennegentigste	
achtentachtigste	
drieëntachtigste	
beklemmend	
negenenzeventigste	
vijfentachtigste	
drieënzeventigste	
tweeëntachtigste	
negenennegentigste	
zevenenzeventigste	
vierentachtigste	
zesennegentigste	
tweeënnegentigste	
zevenennegentigste	
negenentachtigste	
drieënnegentigste	
vierenvijftigste	
vijfennegentigste	
eenentachtigste	
eenennegentigste	
vijfendertigste	
achtenzestigste	
retroflex	
schaapachtig	schaapachtige
handenwringend	handenwringende
sensueel	sensuele
aseksueel	aseksuele
verslaafd	
mak	makke
waterkoud	waterkoude
immergroen	immergroene
eenentwintigste	
druipend	druipende
enerlei	(alleen
mysterieus	mysterieuze
numineus	numineuze
zalmoranje	
zuiver wit	
zuiverwit	
dieporanje	
verkeerswit	
signaalzwart	
signaalwit	
terrabruin	
grafietzwart	
verkeerszwart	
crèmewit	
koperbruin	
chocoladebruin	
oranjebruin	
okerbruin	
sepiabruin	
cementgrijs	
bruin olijfgroen	
mahoniebruin	
zwart olijfgroen	
platinagrijs	
venstergrijs	
gitzwart	
zijdegrijs	
pelsgrijs	
kwartsgrijs	
signaalbruin	
olijfbruin	
steengrijs	
geelgrijs	
grijs olijfgroen	
pijnboomgroen	
olijfgrijs	
papyruswit	
bleekbruin	
kakigrijs	
reebruin	
granietgrijs	
mosgrijs	
betongrijs	
ombergrijs	
signaalgrijs	
leembruin	
mintturquoise	
ijzergrijs	
loofgroen	
grafietgrijs	
zwartgroen	
zeildoekgrijs	
opaalgroen	
groenbruin	
roodbruin	
patinagroen	
witgroen	
purperviolet	
rietgroen	
signaalgroen	
lichtgrijs	
dennengroen	
blauwgrijs	
signaalblauw	
groengrijs	
leigrijs	
resedagroen	
lichtgroen	
zwartrood	
lichtroze	
bleekrood	
bruingrijs	
verkeersblauw	
oriëntrood	
muisgrijs	
pastelturquoise	
nachtblauw	
tweehonderdste	
driehonderdste	
signaalviolet	
ultramarijnblauw	
waterblauw	
heidepaars	
saffierblauw	
pastelviolet	
roodpaars	
geel olijfgroen	
blauwlila	
signaalrood	
zalmrood	
grasgroen	
bruingroen	
mintgroen	
bleekgroen	
negenhonderdste	
bordeauxpaars	
capriblauw	
zeshonderdste	
quadriljardste	
smaragdgroen	
flessengroen	
paarsblauw	
achthonderdste	
verkeersgroen	
bruinrood	
vijfhonderdste	
oceaanblauw	
vierhonderdste	
purperrood	
verkeerspurper	
geelgroen	
blauwgroen	
kiezelgrijs	
briljantblauw	
maisgeel	
zwartblauw	
zwartgrijs	
turkooisblauw	
stofgrijs	
oxiderood	
robijnrood	
verblauw	
verkeersrood	
koraalrood	
zevenhonderdste	
varengroen	
framboosrood	
staalblauw	
allesverwoestend	allesverwoestende
ingebouwd	
vooruitziend	
sussend	
blank aluminiumkleurig	
briljant lichtoranje	
grijs aluminiumkleurig	
briljant oranje	
zuiver groen	
zuiverrood	
briljantrood	
parelmoeroranje	
parelmoerblauw	
briljant lichtrood	
zuiver rood	
parelmoerdonkergroen	
parelmoerdonkerrood	
parelmoerlichtgroen	
parelmoerlichtgrijs	
parelmoerdonkergrijs	
parelmoerlichtviolet	
parelmoernachtblauw	
parelmoerdonkerviolet	
parelmoerlichtrood	
zuivergroen	
briljantgroen	
beeldschoon	beeldschone
dul	
licht ivoorkleurig	
vuurrood	
telemagenta	
altijdgroen	altijdgroene
ongeduldig	ongeduldige
innerlijk	innerlijke
groenblauw	
lichtblauw	
online	
mosgroen	
kastanjebruin	
grijsblauw	
naïef	naïeve
pastelblauw	
diafaan	diafane
grijsbruin	
marron	
vuurvaste baksteenkleurig	vuurvaste baksteenkleurige
schelpkleurig	schelpkleurige
parelmoerkoperkleurig	parelmoerkoperkleurige
kantkleurig	kantkleurige
ecrukleurig	ecrukleurige
linnenkleurig	linnenkleurige
koraalkleurig	koraalkleurige
donkerzalmkleurig	donkerzalmkleurige
limoenkleurig	limoenkleurige
siennakleurig	siennakleurige
lichtkoraalkleurig	lichtkoraalkleurige
tomaatkleurig	tomaatkleurige
lichtzalmkleurig	lichtzalmkleurige
doctoraal	
diep hemelsblauw	
distelkleurig	distelkleurige
fuchsiakleurig	fuchsiakleurige
lavendelkleurig	lavendelkleurige
pruimkleurig	pruimkleurige
orchideekleurig	orchideekleurige
donkerturkoois	
virtuoos	
lichtgeel	
Indisch rood	
korenbloemblauw	
donkerolijfgroen	
donkerzeegroen	
lichthemelsblauw	
bosgroen	
midlentegroen	
oranjerood	
lentegroen	
lichtcyaan	
donkercyaan	
vaalgeel	
bros	brosse
lichtturkoois	
aquamarijn	
dieproze	
donkerstaalblauw	
donkerleigrijs	
middenblauw	
donkermagenta	
middenvioletrood	
violetrood	
paarsrood	
donkerviolet	
midnachtsblauw	
pimpelpaars	
lichtleigrijs	
donkergroen	
koningsblauw	
bizar	bizarre
donkeroranje	
donkergrijs	
donkerblauw	
groengeel	
rookwit	
lichtzeegroen	
panen	
murw	murwe
blauwviolet	
purper	
staalgrijs	
metalliekgrijs	
welluidend	welluidende
hulpeloos	hulpeloze
hysterisch	hysterische
extreemlinks	
extreemrechts	
informatief	informatieve
extremistisch	extremistische
imbeciel	
naamloos	naamloze
halal	halalle
onnodig	onnodige
hoeveelste	
zoveelste	
zoveelste	
donkerrood	
kubiek	kubieke
intiem	intieme
limoengroen	
elektromagnetisch	elektromagnetische
pikzwart	pikzwarte
doodsbleek	doodsbleke
ijskoud	ijskoude
federaal	federale
tactisch	tactische
heldhaftig	heldhaftige
westelijk	westelijke
crème	
acaciaroze	
Atlantisch	Atlantische
hoogfrequent	hoogfrequente
radicaal	
bemoeiziek	bemoeizieke
amberkleurig	amberkleurige
treurig	treurige
relativerend	
terroristisch	terroristische
willekeurig	willekeurige
middelste	
middelste	
overduidelijk	overduidelijke
radiaal	
bloedserieus	bloedserieuze
intens	intense
zigeunerachtig	zigeunerachtige
onoorbaar	onoorbare
oorbaar	oorbare
kankerverwekkend	kankerverwekkende
mega	
superieur	
mijmerend	
civiel	civiele
latten	
pseudomorf	pseudomorfe
beroeps	(alleen
pseudowetenschappelijk	pseudowetenschappelijke
verrukkelijk	verrukkelijke
octaal	octale
hexadecimaal	hexadecimale
betrouwbaar	betrouwbare
plastisch	plastische
onbelangrijk	onbelangrijke
duotoon	duotone
harmonisch	harmonische
toonfrequent	toonfrequente
verdraaid	
voorwaardelijk	voorwaardelijke
klef	kleffe
stapeldol	stapeldolle
uitgewerkt	
stereo	
frequent	frequente
toonloos	toonloze
gekuist	
ritueel	
toonaangevend	toonaangevende
bemoeizuchtig	bemoeizuchtige
deinend	
strikt	strikte
fossiel	
verfomfaaid	
doelbewust	doelbewuste
zwartgekleed	zwartgeklede
zeisvormig	zeisvormige
opperbest	opperbeste
zorgdragend	zorgdragende
zorgbehoevend	zorgbehoevende
zorgbarend	zorgbarende
scharrig	scharrige
zorgelijk	zorgelijke
cilindervormig	cilindervormige
zorglijk	zorglijke
zorgplichtig	zorgplichtige
zoutloos	zoutloze
delinquent	
mineur	
bomvol	bomvolle
overbodig	overbodige
zorgvol	zorgvolle
toonvast	toonvaste
binair	binaire
vocaal	
levensecht	levensechte
monotoon	monotone
klankvol	klankvolle
onbemand	onbemande
syntactisch	syntactische
nominaal	nominale
omfloerst	omfloerste
elementair	elementaire
koddig	koddige
onwaarschijnlijk	onwaarschijnlijke
onstabiel	onstabiele
bovenstandig	bovenstandige
onderstandig	onderstandige
eindstandig	eindstandige
kuis	
onbeschoft	onbeschofte
schandalig	schandalige
bekaf	(alleen
retehandig	retehandige
voorovergebogen	
comparatief	
penetrabel	penetrabele
ondoorlatend	ondoorlatende
ondoordringbaar	ondoordringbare
afhandig	(alleen
doordringbaar	doordringbare
lawaaierig	lawaaierige
tranerig	tranerige
onbevangen	onbevangenste
lawaaiig	lawaaiige
kleinzerig	kleinzerige
functioneel	functionele
smaakvol	smaakvolle
bloederig	bloederige
ontstekingsremmend	ontstekingsremmende
spoedeisend	spoedeisende
zeikerig	zeikerige
zegenrijk	zegenrijke
herboren	
zeurderig	zeurderige
onacceptabel	onacceptabele
onaanvaardbaar	onaanvaardbare
majeur	
pikdonker	pikdonkere
halfvet	halfvette
vetrijk	vetrijke
poreus	poreuze
waarneembaar	waarneembare
botanisch	botanische
plantkundig	plantkundige
onzinkbaar	onzinkbare
turbulent	turbulente
zinkbaar	zinkbare
individualistisch	individualistische
libertair	libertaire
zoutarm	zoutarme
staatkundig	staatkundige
variabel	variabele
getalsmatig	getalsmatige
intermenselijk	intermenselijke
feestelijk	feestelijke
dienstdoend	
liberaal	
kapitaal	
cafeïnevrij	cafeïnevrije
rechtsgeldig	rechtsgeldige
solide	solidere
redundant	redundante
zesdelig	zesdelige
onvoldoend	onvoldoende
decoratief	decoratieve
parelmoeren	
levensgevaarlijk	levensgevaarlijke
zeilvaardig	zeilvaardige
gemanipuleerd	
gestrekt	
onvoldoende	
gespreid	
onvertaald	onvertaalde
spiritueel	spirituele
indringend	indringende
pikkedonker	pikkedonkere
ruisend	
waardevast	waardevaste
opbeurend	
schrapend	
kinderlijk	kinderlijke
zeergeleerd	zeergeleerde
taxerend	
strekkend	
euforisch	euforische
doodmoe	doodmoeë
beginselvast	beginselvaste
karakteristiek	
zompig	zompige
zomerachtig	zomerachtige
enharmonisch	enharmonische
publiekelijk	publiekelijke
telegrafisch	telegrafische
telefonisch	telefonische
biografisch	biografische
verbeus	verbeuze
grafisch	grafische
telegeniek	telegenieke
telepathisch	telepathische
telekinetisch	telekinetische
paranormaal	paranormale
ontrouw	
machteloos	machteloze
geconjugeerd	
cultureel	culturele
kapitalistisch	kapitalistische
destructief	destructieve
rebels	rebelse
autoloog	autologe
heteroloog	heterologe
geselecteerd	
oververhit	
overweldigend	
